20_to_25,25_to_30,30_to_35,35_to_40,40_to_45
0.0,0.0,455,484.0,0.0
0.0,0.0,614,0.0,0.0
0.0,0.0,284,266.0,0.0
0.0,0.0,284,371.0,0.0
0.0,0.0,551,0.0,0.0
0.0,0.0,234,81.0,0.0
0.0,0.0,607,510.0,0.0
0.0,0.0,99,515.0,0.0
0.0,0.0,322,481.0,0.0
0.0,0.0,416,264.0,0.0
0.0,0.0,158,329.0,0.0
0.0,0.0,486,0.0,0.0
0.0,0.0,240,560.0,0.0
0.0,0.0,264,0.0,0.0
0.0,0.0,351,443.0,0.0
0.0,0.0,281,250.0,0.0
0.0,0.0,352,522.0,0.0
0.0,0.0,532,305.0,0.0
0.0,0.0,517,278.0,0.0
0.0,0.0,271,464.0,0.0
0.0,0.0,68,406.0,0.0
0.0,0.0,271,370.0,0.0
0.0,0.0,596,317.0,0.0
0.0,0.0,402,490.0,0.0
0.0,0.0,488,0.0,0.0
0.0,0.0,325,402.0,0.0
0.0,0.0,516,582.0,0.0
0.0,0.0,4,521.0,0.0
0.0,0.0,414,639.0,0.0
0.0,0.0,8,420.0,0.0
0.0,0.0,0,380.0,0.0
0.0,0.0,334,313.0,0.0
0.0,0.0,11,244.0,0.0
0.0,0.0,244,0.0,0.0
0.0,0.0,0,397.0,0.0
0.0,0.0,0,343.0,0.0
0.0,0.0,0,501.0,0.0
0.0,0.0,0,2.0,0.0
0.0,0.0,14,294.0,0.0
0.0,0.0,0,1.0,0.0
0.0,0.0,0,577.0,0.0
0.0,0.0,398,462.0,0.0
0.0,0.0,316,351.0,0.0
0.0,0.0,395,315.0,0.0
0.0,0.0,270,412.0,0.0
0.0,0.0,367,516.0,0.0
0.0,0.0,351,467.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,539,1.0,0.0
0.0,0.0,387,294.0,0.0
0.0,0.0,550,493.0,0.0
0.0,0.0,470,377.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,405,9.0,0.0
0.0,0.0,0,488.0,0.0
0.0,0.0,0,285.0,0.0
0.0,0.0,469,391.0,0.0
0.0,0.0,447,378.0,0.0
0.0,0.0,0,504.0,0.0
0.0,0.0,439,571.0,0.0
0.0,0.0,526,599.0,0.0
0.0,0.0,332,467.0,0.0
0.0,0.0,268,477.0,0.0
0.0,0.0,569,420.0,0.0
0.0,0.0,393,588.0,0.0
0.0,0.0,565,337.0,0.0
0.0,0.0,0,444.0,0.0
0.0,0.0,233,28.0,0.0
0.0,0.0,20786,343.0,0.0
0.0,0.0,652,657.0,0.0
0.0,0.0,266,502.0,0.0
0.0,0.0,449,502.0,0.0
0.0,0.0,449,358.0,0.0
0.0,0.0,449,388.0,0.0
0.0,0.0,442,404.0,0.0
0.0,0.0,655,401.0,0.0
0.0,0.0,523,451.0,0.0
0.0,0.0,490,6.0,0.0
0.0,0.0,377,316.0,0.0
0.0,0.0,252,536.0,0.0
0.0,0.0,0,270.0,0.0
0.0,0.0,297,264.0,0.0
0.0,0.0,0,225.0,0.0
0.0,0.0,214,284.0,0.0
0.0,0.0,508,611.0,0.0
0.0,0.0,475,611.0,0.0
0.0,0.0,416,521.0,0.0
0.0,0.0,0,423.0,0.0
0.0,0.0,410,390.0,0.0
0.0,0.0,377,237.0,0.0
0.0,0.0,369,559.0,0.0
0.0,0.0,412,396.0,0.0
0.0,0.0,0,322.0,0.0
0.0,0.0,444,577.0,0.0
0.0,0.0,275,573.0,0.0
0.0,0.0,198,238.0,0.0
0.0,0.0,196,742.0,0.0
0.0,0.0,270,292.0,0.0
0.0,0.0,484,479.0,0.0
0.0,0.0,270,422.0,0.0
0.0,0.0,326,181.0,0.0
0.0,0.0,548,501.0,0.0
0.0,0.0,473,0.0,0.0
0.0,0.0,425,0.0,0.0
0.0,0.0,0,551.0,0.0
0.0,0.0,406,415.0,0.0
0.0,0.0,469,0.0,0.0
0.0,0.0,250,386.0,0.0
0.0,0.0,432,0.0,0.0
0.0,0.0,432,499.0,0.0
0.0,0.0,461,382.0,0.0
0.0,0.0,527,0.0,0.0
0.0,0.0,354,354.0,0.0
0.0,0.0,379,320.0,0.0
0.0,0.0,525,869.0,0.0
0.0,0.0,392,580.0,0.0
0.0,0.0,571,406.0,0.0
0.0,0.0,693,356.0,0.0
0.0,0.0,481,457.0,0.0
0.0,0.0,470,0.0,0.0
0.0,0.0,299,136.0,0.0
0.0,0.0,525,124.0,0.0
0.0,0.0,227,326.0,0.0
0.0,0.0,448,548.0,0.0
0.0,0.0,306,342.0,0.0
0.0,0.0,484,241.0,0.0
0.0,0.0,396,399.0,0.0
0.0,0.0,285,257.0,0.0
0.0,0.0,470,306.0,0.0
0.0,0.0,0,528.0,0.0
0.0,0.0,310,131.0,0.0
0.0,0.0,401,409.0,0.0
0.0,0.0,401,576.0,0.0
0.0,0.0,376,312.0,0.0
0.0,0.0,449,313.0,0.0
0.0,0.0,402,198.0,0.0
0.0,0.0,423,423.0,0.0
0.0,0.0,657,642.0,0.0
0.0,0.0,467,423.0,0.0
0.0,0.0,0,482.0,0.0
0.0,0.0,0,524.0,0.0
0.0,0.0,409,309.0,0.0
0.0,0.0,322,467.0,0.0
0.0,0.0,408,610.0,0.0
0.0,0.0,395,529.0,0.0
0.0,0.0,878,330.0,0.0
0.0,0.0,355,187.0,0.0
0.0,0.0,288,415.0,0.0
0.0,0.0,367,289.0,0.0
0.0,0.0,0,100.0,0.0
0.0,0.0,228,0.0,0.0
0.0,0.0,433,593.0,0.0
0.0,0.0,385,372.0,0.0
0.0,0.0,482,264.0,0.0
0.0,0.0,318,518.0,0.0
0.0,0.0,0,429.0,0.0
0.0,0.0,368,458.0,0.0
0.0,0.0,97,324.0,0.0
0.0,0.0,180,392.0,0.0
0.0,0.0,509,81.0,0.0
0.0,0.0,361,539.0,0.0
0.0,0.0,373,0.0,0.0
0.0,0.0,1,283.0,0.0
0.0,0.0,0,268.0,0.0
0.0,0.0,340,330.0,0.0
0.0,0.0,0,453.0,0.0
0.0,0.0,393,289.0,0.0
0.0,0.0,366,378.0,0.0
0.0,0.0,105,506.0,0.0
0.0,0.0,0,454.0,0.0
0.0,0.0,278,0.0,0.0
0.0,0.0,2,502.0,0.0
0.0,0.0,318,495.0,0.0
0.0,0.0,344,0.0,0.0
0.0,0.0,260,192.0,0.0
0.0,0.0,300,314.0,0.0
0.0,0.0,267,549.0,0.0
0.0,0.0,227,531.0,0.0
0.0,0.0,181,306.0,0.0
0.0,0.0,187,349.0,0.0
0.0,0.0,373,498.0,0.0
0.0,0.0,1689,252.0,0.0
0.0,0.0,0,263.0,0.0
0.0,0.0,440,228.0,0.0
0.0,0.0,496,487.0,0.0
0.0,0.0,352,287.0,0.0
0.0,0.0,0,640.0,0.0
0.0,0.0,136,118.0,0.0
0.0,0.0,387,234.0,0.0
0.0,0.0,13,185.0,0.0
0.0,0.0,327,249.0,0.0
0.0,0.0,462,425.0,0.0
0.0,0.0,0,303.0,0.0
0.0,0.0,303,382.0,0.0
0.0,0.0,0,246.0,0.0
0.0,0.0,209,515.0,0.0
0.0,0.0,209,196.0,0.0
0.0,0.0,472,470.0,0.0
0.0,0.0,410,590.0,0.0
0.0,0.0,315,0.0,0.0
0.0,0.0,0,566.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,228,216.0,0.0
0.0,0.0,301,0.0,0.0
0.0,0.0,232,0.0,0.0
0.0,0.0,334,701.0,0.0
0.0,0.0,197,226.0,0.0
0.0,0.0,489,361.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,368,519.0,0.0
0.0,0.0,518,276.0,0.0
0.0,0.0,0,349.0,0.0
0.0,0.0,158,425.0,0.0
0.0,0.0,338,351.0,0.0
0.0,0.0,0,74.0,0.0
0.0,0.0,425,306.0,0.0
0.0,0.0,337,358.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,290,391.0,0.0
0.0,0.0,307,142.0,0.0
0.0,0.0,489,87.0,0.0
0.0,0.0,325,424.0,0.0
0.0,0.0,615,544.0,0.0
0.0,0.0,0,501.0,0.0
0.0,0.0,293,150.0,0.0
0.0,0.0,458,468.0,0.0
0.0,0.0,364,361.0,0.0
0.0,0.0,320,207.0,0.0
0.0,0.0,520,177.0,0.0
0.0,0.0,339,337.0,0.0
0.0,0.0,2,743.0,0.0
0.0,0.0,373,94.0,0.0
0.0,0.0,410,489.0,0.0
0.0,0.0,289,444.0,0.0
0.0,0.0,390,680.0,0.0
0.0,0.0,0,435.0,0.0
0.0,0.0,106,323.0,0.0
0.0,0.0,497,533.0,0.0
0.0,0.0,354,392.0,0.0
0.0,0.0,495,3.0,0.0
0.0,0.0,494,614.0,0.0
0.0,0.0,447,468.0,0.0
0.0,0.0,539,561.0,0.0
0.0,0.0,494,70.0,0.0
0.0,0.0,513,406.0,0.0
0.0,0.0,311,137.0,0.0
0.0,0.0,556,502.0,0.0
0.0,0.0,434,131.0,0.0
0.0,0.0,269,313.0,0.0
0.0,0.0,0,393.0,0.0
0.0,0.0,243,324.0,0.0
0.0,0.0,0,487.0,0.0
0.0,0.0,435,431.0,0.0
0.0,0.0,159,323.0,0.0
0.0,0.0,370,309.0,0.0
0.0,0.0,300,0.0,0.0
0.0,0.0,128,214.0,0.0
0.0,0.0,261,498.0,0.0
0.0,0.0,564,347.0,0.0
0.0,0.0,0,411.0,0.0
0.0,0.0,267,429.0,0.0
0.0,0.0,100,363.0,0.0
0.0,0.0,311,363.0,0.0
0.0,0.0,143,578.0,0.0
0.0,0.0,787,267.0,0.0
0.0,0.0,462,4.0,0.0
0.0,0.0,317,788.0,0.0
0.0,0.0,328,436.0,0.0
0.0,0.0,11,239.0,0.0
0.0,0.0,188,186.0,0.0
0.0,0.0,503,463.0,0.0
0.0,0.0,0,551.0,0.0
0.0,0.0,481,551.0,0.0
0.0,0.0,595,314.0,0.0
0.0,0.0,113,440.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,672,445.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,298,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,599,0.0,0.0
0.0,0.0,353,11.0,0.0
0.0,0.0,310,0.0,0.0
0.0,0.0,0,8.0,0.0
0.0,0.0,602,0.0,0.0
0.0,0.0,332,0.0,0.0
0.0,0.0,139,395.0,0.0
0.0,0.0,0,271.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,359,0.0,0.0
0.0,0.0,148,477.0,0.0
0.0,0.0,162,440.0,0.0
0.0,0.0,0,448.0,0.0
0.0,0.0,1657,1659.0,0.0
0.0,0.0,200,456.0,0.0
0.0,0.0,0,368.0,0.0
0.0,0.0,222,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,580,364.0,0.0
0.0,0.0,588,459.0,0.0
0.0,0.0,238,699.0,0.0
0.0,0.0,478,2.0,0.0
0.0,0.0,499,419.0,0.0
0.0,0.0,0,428.0,0.0
0.0,0.0,496,294.0,0.0
0.0,0.0,417,789.0,0.0
0.0,0.0,433,424.0,0.0
0.0,0.0,0,236.0,0.0
0.0,0.0,454,328.0,0.0
0.0,0.0,463,392.0,0.0
0.0,0.0,409,480.0,0.0
0.0,0.0,425,363.0,0.0
0.0,0.0,395,477.0,0.0
0.0,0.0,199,760.0,0.0
0.0,0.0,222,0.0,0.0
0.0,0.0,547,436.0,0.0
0.0,0.0,539,375.0,0.0
0.0,0.0,1,468.0,0.0
0.0,0.0,204,432.0,0.0
0.0,0.0,285,315.0,0.0
0.0,0.0,300,284.0,0.0
0.0,0.0,509,316.0,0.0
0.0,0.0,286,492.0,0.0
0.0,0.0,536,334.0,0.0
0.0,0.0,154,408.0,0.0
0.0,0.0,492,543.0,0.0
0.0,0.0,0,146.0,0.0
0.0,0.0,307,0.0,0.0
0.0,0.0,258,179.0,0.0
0.0,0.0,0,545.0,0.0
0.0,0.0,328,383.0,0.0
0.0,0.0,268,99.0,0.0
0.0,0.0,129,333.0,0.0
0.0,0.0,564,262.0,0.0
0.0,0.0,347,263.0,0.0
0.0,0.0,167,419.0,0.0
0.0,0.0,632,564.0,0.0
0.0,0.0,145,327.0,0.0
0.0,0.0,277,429.0,0.0
0.0,0.0,2,500.0,0.0
0.0,0.0,463,368.0,0.0
0.0,0.0,268,469.0,0.0
0.0,0.0,74,469.0,0.0
0.0,0.0,459,0.0,0.0
0.0,0.0,391,220.0,0.0
0.0,0.0,132,650.0,0.0
0.0,0.0,817,0.0,0.0
0.0,0.0,589,300.0,0.0
0.0,0.0,90,78.0,0.0
0.0,0.0,236,466.0,0.0
0.0,0.0,305,197.0,0.0
0.0,0.0,240,286.0,0.0
0.0,0.0,142,279.0,0.0
0.0,0.0,309,8.0,0.0
0.0,0.0,159,480.0,0.0
0.0,0.0,409,0.0,0.0
0.0,0.0,342,99.0,0.0
0.0,0.0,1,514.0,0.0
0.0,0.0,590,414.0,0.0
0.0,0.0,157,286.0,0.0
0.0,0.0,597,408.0,0.0
0.0,0.0,345,361.0,0.0
0.0,0.0,597,0.0,0.0
0.0,0.0,273,523.0,0.0
0.0,0.0,413,517.0,0.0
0.0,0.0,503,474.0,0.0
0.0,0.0,169,385.0,0.0
0.0,0.0,0,115.0,0.0
0.0,0.0,437,445.0,0.0
0.0,0.0,147,167.0,0.0
0.0,0.0,315,191.0,0.0
0.0,0.0,270,257.0,0.0
0.0,0.0,164,363.0,0.0
0.0,0.0,494,192.0,0.0
0.0,0.0,123,382.0,0.0
0.0,0.0,235,251.0,0.0
0.0,0.0,459,333.0,0.0
0.0,0.0,301,297.0,0.0
0.0,0.0,344,143.0,0.0
0.0,0.0,263,509.0,0.0
0.0,0.0,272,439.0,0.0
0.0,0.0,501,305.0,0.0
0.0,0.0,179,235.0,0.0
0.0,0.0,192,483.0,0.0
0.0,0.0,593,487.0,0.0
0.0,0.0,504,0.0,0.0
0.0,0.0,284,0.0,0.0
0.0,0.0,64,195.0,0.0
0.0,0.0,137,461.0,0.0
0.0,0.0,159,424.0,0.0
0.0,0.0,339,461.0,0.0
0.0,0.0,584,633.0,0.0
0.0,0.0,487,302.0,0.0
0.0,0.0,287,477.0,0.0
0.0,0.0,122,686.0,0.0
0.0,0.0,221,441.0,0.0
0.0,0.0,487,331.0,0.0
0.0,0.0,196,167.0,0.0
0.0,0.0,137,4.0,0.0
0.0,0.0,253,309.0,0.0
0.0,0.0,237,254.0,0.0
0.0,0.0,0,3.0,0.0
0.0,0.0,122,0.0,0.0
0.0,0.0,152,329.0,0.0
0.0,0.0,95,0.0,0.0
0.0,0.0,157,122.0,0.0
0.0,0.0,191,312.0,0.0
0.0,0.0,480,623.0,0.0
0.0,0.0,0,359.0,0.0
0.0,0.0,0,351.0,0.0
0.0,0.0,347,218.0,0.0
0.0,0.0,260,237.0,0.0
0.0,0.0,456,122.0,0.0
0.0,0.0,9,514.0,0.0
0.0,0.0,505,282.0,0.0
0.0,0.0,383,0.0,0.0
0.0,0.0,375,436.0,0.0
0.0,0.0,443,117.0,0.0
0.0,0.0,553,216.0,0.0
0.0,0.0,307,1078.0,0.0
0.0,0.0,473,4.0,0.0
0.0,0.0,433,193.0,0.0
0.0,0.0,0,436.0,0.0
0.0,0.0,505,0.0,0.0
0.0,0.0,538,0.0,0.0
0.0,0.0,369,0.0,0.0
0.0,0.0,436,0.0,0.0
0.0,0.0,463,0.0,0.0
0.0,0.0,8,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,548.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,370.0,0.0
0.0,0.0,0,259.0,0.0
0.0,0.0,0,475.0,0.0
0.0,0.0,1,451.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,507.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,11,390.0,0.0
0.0,0.0,0,357.0,0.0
0.0,0.0,218,442.0,0.0
0.0,0.0,398,0.0,0.0
0.0,0.0,0,76.0,0.0
0.0,0.0,11,599.0,0.0
0.0,0.0,0,369.0,0.0
0.0,0.0,219,257.0,0.0
0.0,0.0,0,13.0,0.0
0.0,0.0,467,462.0,0.0
0.0,0.0,197,147.0,0.0
0.0,0.0,609,313.0,0.0
0.0,0.0,344,539.0,0.0
0.0,0.0,325,0.0,0.0
0.0,0.0,325,262.0,0.0
0.0,0.0,678,0.0,0.0
0.0,0.0,547,557.0,0.0
0.0,0.0,385,68.0,0.0
0.0,0.0,347,231.0,0.0
0.0,0.0,0,249.0,0.0
0.0,0.0,445,505.0,0.0
0.0,0.0,465,448.0,0.0
0.0,0.0,0,510.0,0.0
0.0,0.0,673,264.0,0.0
0.0,0.0,475,443.0,0.0
0.0,0.0,275,735.0,0.0
0.0,0.0,434,387.0,0.0
0.0,0.0,391,0.0,0.0
0.0,0.0,302,520.0,0.0
0.0,0.0,434,156.0,0.0
0.0,0.0,0,223.0,0.0
0.0,0.0,0,425.0,0.0
0.0,0.0,384,294.0,0.0
0.0,0.0,406,383.0,0.0
0.0,0.0,601,45.0,0.0
0.0,0.0,0,320.0,0.0
0.0,0.0,282,579.0,0.0
0.0,0.0,763,0.0,0.0
0.0,0.0,560,305.0,0.0
0.0,0.0,366,234.0,0.0
0.0,0.0,526,450.0,0.0
0.0,0.0,402,273.0,0.0
0.0,0.0,436,510.0,0.0
0.0,0.0,142,195.0,0.0
0.0,0.0,250,167.0,0.0
0.0,0.0,250,128.0,0.0
0.0,0.0,250,137.0,0.0
0.0,0.0,464,446.0,0.0
0.0,0.0,718,241.0,0.0
0.0,0.0,522,459.0,0.0
0.0,0.0,522,201.0,0.0
0.0,0.0,522,218.0,0.0
0.0,0.0,452,147.0,0.0
0.0,0.0,414,433.0,0.0
0.0,0.0,440,303.0,0.0
0.0,0.0,87,305.0,0.0
0.0,0.0,379,164.0,0.0
0.0,0.0,736,300.0,0.0
0.0,0.0,206,289.0,0.0
0.0,0.0,661,413.0,0.0
0.0,0.0,0,204.0,0.0
0.0,0.0,524,438.0,0.0
0.0,0.0,177,296.0,0.0
0.0,0.0,289,174.0,0.0
0.0,0.0,0,372.0,0.0
0.0,0.0,0,513.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,178,8.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,338,0.0,0.0
0.0,0.0,514,0.0,0.0
0.0,0.0,441,0.0,0.0
0.0,0.0,0,308.0,0.0
0.0,0.0,301,332.0,0.0
0.0,0.0,469,423.0,0.0
0.0,0.0,480,209.0,0.0
0.0,0.0,0,439.0,0.0
0.0,0.0,321,252.0,0.0
0.0,0.0,357,379.0,0.0
0.0,0.0,357,554.0,0.0
0.0,0.0,0,449.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,457.0,0.0
0.0,0.0,0,365.0,0.0
0.0,0.0,474,111.0,0.0
0.0,0.0,299,315.0,0.0
0.0,0.0,770,522.0,0.0
0.0,0.0,477,426.0,0.0
0.0,0.0,364,312.0,0.0
0.0,0.0,394,472.0,0.0
0.0,0.0,190,156.0,0.0
0.0,0.0,484,0.0,0.0
0.0,0.0,65,467.0,0.0
0.0,0.0,0,461.0,0.0
0.0,0.0,327,427.0,0.0
0.0,0.0,165,315.0,0.0
0.0,0.0,0,199.0,0.0
0.0,0.0,444,190.0,0.0
0.0,0.0,461,308.0,0.0
0.0,0.0,303,424.0,0.0
0.0,0.0,362,436.0,0.0
0.0,0.0,377,229.0,0.0
0.0,0.0,463,0.0,0.0
0.0,0.0,0,376.0,0.0
0.0,0.0,312,166.0,0.0
0.0,0.0,577,297.0,0.0
0.0,0.0,577,190.0,0.0
0.0,0.0,254,405.0,0.0
0.0,0.0,343,376.0,0.0
0.0,0.0,410,43.0,0.0
0.0,0.0,194,433.0,0.0
0.0,0.0,577,343.0,0.0
0.0,0.0,351,427.0,0.0
0.0,0.0,259,292.0,0.0
0.0,0.0,379,298.0,0.0
0.0,0.0,590,473.0,0.0
0.0,0.0,585,147.0,0.0
0.0,0.0,441,115.0,0.0
0.0,0.0,475,314.0,0.0
0.0,0.0,517,35.0,0.0
0.0,0.0,517,561.0,0.0
0.0,0.0,368,264.0,0.0
0.0,0.0,406,311.0,0.0
0.0,0.0,93,112.0,0.0
0.0,0.0,309,226.0,0.0
0.0,0.0,424,431.0,0.0
0.0,0.0,367,179.0,0.0
0.0,0.0,379,408.0,0.0
0.0,0.0,340,452.0,0.0
0.0,0.0,440,1289.0,0.0
0.0,0.0,562,214.0,0.0
0.0,0.0,684,111.0,0.0
0.0,0.0,492,146.0,0.0
0.0,0.0,190,111.0,0.0
0.0,0.0,184,0.0,0.0
0.0,0.0,788,0.0,0.0
0.0,0.0,600,351.0,0.0
0.0,0.0,305,179.0,0.0
0.0,0.0,426,0.0,0.0
0.0,0.0,568,0.0,0.0
0.0,0.0,481,0.0,0.0
