20_to_25,25_to_30,30_to_35,35_to_40,40_to_45
0.0,0.0,206,0.0,0.0
0.0,0.0,476,0.0,0.0
0.0,0.0,476,0.0,0.0
0.0,0.0,464,0.0,0.0
0.0,0.0,385,0.0,0.0
0.0,0.0,385,0.0,0.0
0.0,0.0,385,0.0,0.0
0.0,0.0,158,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,363,0.0,0.0
0.0,0.0,363,0.0,0.0
0.0,0.0,316,0.0,0.0
0.0,0.0,316,0.0,0.0
0.0,0.0,744,0.0,0.0
0.0,0.0,453,0.0,0.0
0.0,0.0,477,0.0,0.0
0.0,0.0,505,0.0,0.0
0.0,0.0,510,0.0,0.0
0.0,0.0,510,0.0,0.0
0.0,0.0,510,0.0,0.0
0.0,0.0,344,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,454,0.0,0.0
0.0,0.0,308,0.0,0.0
0.0,0.0,331,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,512,0.0,0.0
0.0,0.0,149,0.0,0.0
0.0,0.0,569,0.0,0.0
0.0,0.0,518,0.0,0.0
0.0,0.0,410,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,345,0.0,0.0
0.0,0.0,385,0.0,0.0
0.0,0.0,306,0.0,0.0
0.0,0.0,354,0.0,0.0
0.0,0.0,551,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,439,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,436,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,347,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,258,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,331,0.0,0.0
0.0,0.0,331,0.0,0.0
0.0,0.0,331,0.0,0.0
0.0,0.0,331,0.0,0.0
0.0,0.0,403,0.0,0.0
0.0,0.0,430,0.0,0.0
0.0,0.0,430,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,465,0.0,0.0
0.0,0.0,166,0.0,0.0
0.0,0.0,254,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,337,0.0,0.0
0.0,0.0,525,0.0,0.0
0.0,0.0,231,0.0,0.0
0.0,0.0,377,0.0,0.0
0.0,0.0,358,0.0,0.0
0.0,0.0,358,0.0,0.0
0.0,0.0,502,0.0,0.0
0.0,0.0,208,0.0,0.0
0.0,0.0,396,0.0,0.0
0.0,0.0,225,0.0,0.0
0.0,0.0,225,0.0,0.0
0.0,0.0,506,0.0,0.0
0.0,0.0,408,0.0,0.0
0.0,0.0,629,0.0,0.0
0.0,0.0,495,0.0,0.0
0.0,0.0,244,0.0,0.0
0.0,0.0,277,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,297,0.0,0.0
0.0,0.0,201,0.0,0.0
0.0,0.0,554,0.0,0.0
0.0,0.0,814,0.0,0.0
0.0,0.0,445,0.0,0.0
0.0,0.0,445,0.0,0.0
0.0,0.0,277,0.0,0.0
0.0,0.0,253,0.0,0.0
0.0,0.0,452,0.0,0.0
0.0,0.0,152,0.0,0.0
0.0,0.0,264,0.0,0.0
0.0,0.0,503,0.0,0.0
0.0,0.0,144,0.0,0.0
0.0,0.0,543,0.0,0.0
0.0,0.0,433,0.0,0.0
0.0,0.0,313,0.0,0.0
0.0,0.0,384,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,508,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,206,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,476,0.0,0.0
0.0,0.0,543,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,330,0.0,0.0
0.0,0.0,390,0.0,0.0
0.0,0.0,411,0.0,0.0
0.0,0.0,225,0.0,0.0
0.0,0.0,400,0.0,0.0
0.0,0.0,426,0.0,0.0
0.0,0.0,427,0.0,0.0
0.0,0.0,345,0.0,0.0
0.0,0.0,415,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,457,0.0,0.0
0.0,0.0,6,0.0,0.0
0.0,0.0,113,0.0,0.0
0.0,0.0,551,0.0,0.0
0.0,0.0,663,0.0,0.0
0.0,0.0,245,0.0,0.0
0.0,0.0,551,0.0,0.0
0.0,0.0,366,0.0,0.0
0.0,0.0,348,0.0,0.0
0.0,0.0,355,0.0,0.0
0.0,0.0,573,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,250,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,407,0.0,0.0
0.0,0.0,39,0.0,0.0
0.0,0.0,169,0.0,0.0
0.0,0.0,186,0.0,0.0
0.0,0.0,291,0.0,0.0
0.0,0.0,370,0.0,0.0
0.0,0.0,97,0.0,0.0
0.0,0.0,284,0.0,0.0
0.0,0.0,318,0.0,0.0
0.0,0.0,383,0.0,0.0
0.0,0.0,466,0.0,0.0
0.0,0.0,466,0.0,0.0
0.0,0.0,95,0.0,0.0
0.0,0.0,300,0.0,0.0
0.0,0.0,258,0.0,0.0
0.0,0.0,116,0.0,0.0
0.0,0.0,218,0.0,0.0
0.0,0.0,224,0.0,0.0
0.0,0.0,237,0.0,0.0
0.0,0.0,1,0.0,0.0
0.0,0.0,1,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,37,0.0,0.0
0.0,0.0,265,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,320,0.0,0.0
0.0,0.0,318,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,5,0.0,0.0
0.0,0.0,405,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,321,0.0,0.0
0.0,0.0,434,0.0,0.0
0.0,0.0,263,0.0,0.0
0.0,0.0,419,0.0,0.0
0.0,0.0,265,0.0,0.0
0.0,0.0,419,0.0,0.0
0.0,0.0,309,0.0,0.0
0.0,0.0,234,0.0,0.0
0.0,0.0,330,0.0,0.0
0.0,0.0,132,0.0,0.0
0.0,0.0,203,0.0,0.0
0.0,0.0,157,0.0,0.0
0.0,0.0,157,0.0,0.0
0.0,0.0,222,0.0,0.0
0.0,0.0,428,0.0,0.0
0.0,0.0,345,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,225,0.0,0.0
0.0,0.0,391,0.0,0.0
0.0,0.0,501,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,453,0.0,0.0
0.0,0.0,323,0.0,0.0
0.0,0.0,567,0.0,0.0
0.0,0.0,191,0.0,0.0
0.0,0.0,529,0.0,0.0
0.0,0.0,374,0.0,0.0
0.0,0.0,246,0.0,0.0
0.0,0.0,613,0.0,0.0
0.0,0.0,310,0.0,0.0
0.0,0.0,544,0.0,0.0
0.0,0.0,502,0.0,0.0
0.0,0.0,187,0.0,0.0
0.0,0.0,187,0.0,0.0
0.0,0.0,315,0.0,0.0
0.0,0.0,2125,0.0,0.0
0.0,0.0,613,0.0,0.0
0.0,0.0,574,0.0,0.0
0.0,0.0,174,0.0,0.0
0.0,0.0,355,0.0,0.0
0.0,0.0,919,0.0,0.0
0.0,0.0,410,0.0,0.0
0.0,0.0,576,0.0,0.0
0.0,0.0,131,0.0,0.0
0.0,0.0,511,0.0,0.0
0.0,0.0,153,0.0,0.0
0.0,0.0,252,0.0,0.0
0.0,0.0,208,0.0,0.0
0.0,0.0,476,0.0,0.0
0.0,0.0,369,0.0,0.0
0.0,0.0,527,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,317,0.0,0.0
0.0,0.0,166,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,254,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,300,0.0,0.0
0.0,0.0,7,0.0,0.0
0.0,0.0,131,0.0,0.0
0.0,0.0,326,0.0,0.0
0.0,0.0,235,0.0,0.0
0.0,0.0,251,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,414,0.0,0.0
0.0,0.0,241,0.0,0.0
0.0,0.0,491,0.0,0.0
0.0,0.0,235,0.0,0.0
0.0,0.0,289,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,510,0.0,0.0
0.0,0.0,334,0.0,0.0
0.0,0.0,330,0.0,0.0
0.0,0.0,164,0.0,0.0
0.0,0.0,301,0.0,0.0
0.0,0.0,527,0.0,0.0
0.0,0.0,610,0.0,0.0
0.0,0.0,382,0.0,0.0
0.0,0.0,576,0.0,0.0
0.0,0.0,200,0.0,0.0
0.0,0.0,390,0.0,0.0
0.0,0.0,567,0.0,0.0
0.0,0.0,1345,0.0,0.0
0.0,0.0,590,0.0,0.0
0.0,0.0,524,0.0,0.0
0.0,0.0,509,0.0,0.0
0.0,0.0,294,0.0,0.0
0.0,0.0,1,0.0,0.0
0.0,0.0,286,0.0,0.0
0.0,0.0,480,0.0,0.0
0.0,0.0,456,0.0,0.0
0.0,0.0,308,0.0,0.0
0.0,0.0,307,0.0,0.0
0.0,0.0,474,0.0,0.0
0.0,0.0,541,0.0,0.0
0.0,0.0,2,0.0,0.0
0.0,0.0,188,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,16,0.0,0.0
0.0,0.0,642,0.0,0.0
0.0,0.0,392,0.0,0.0
0.0,0.0,540,0.0,0.0
0.0,0.0,540,0.0,0.0
0.0,0.0,410,0.0,0.0
0.0,0.0,551,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,452,0.0,0.0
0.0,0.0,543,0.0,0.0
0.0,0.0,112,0.0,0.0
0.0,0.0,490,0.0,0.0
0.0,0.0,179,0.0,0.0
0.0,0.0,68,0.0,0.0
0.0,0.0,331,0.0,0.0
0.0,0.0,520,0.0,0.0
0.0,0.0,363,0.0,0.0
0.0,0.0,1,0.0,0.0
0.0,0.0,259,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,333,0.0,0.0
0.0,0.0,396,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,310,0.0,0.0
0.0,0.0,510,0.0,0.0
0.0,0.0,447,0.0,0.0
0.0,0.0,300,0.0,0.0
0.0,0.0,561,0.0,0.0
0.0,0.0,387,0.0,0.0
0.0,0.0,580,0.0,0.0
0.0,0.0,370,0.0,0.0
0.0,0.0,131,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,177,0.0,0.0
0.0,0.0,584,0.0,0.0
0.0,0.0,175,0.0,0.0
0.0,0.0,462,0.0,0.0
0.0,0.0,432,0.0,0.0
0.0,0.0,143,0.0,0.0
0.0,0.0,156,0.0,0.0
0.0,0.0,457,0.0,0.0
0.0,0.0,405,0.0,0.0
0.0,0.0,549,0.0,0.0
0.0,0.0,995,0.0,0.0
0.0,0.0,513,0.0,0.0
0.0,0.0,253,0.0,0.0
0.0,0.0,328,0.0,0.0
0.0,0.0,440,0.0,0.0
0.0,0.0,338,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,262,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,147,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,544,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,267,0.0,0.0
0.0,0.0,491,0.0,0.0
0.0,0.0,103,0.0,0.0
0.0,0.0,319,0.0,0.0
0.0,0.0,426,0.0,0.0
0.0,0.0,269,0.0,0.0
0.0,0.0,564,0.0,0.0
0.0,0.0,426,0.0,0.0
0.0,0.0,140,0.0,0.0
0.0,0.0,568,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,501,0.0,0.0
0.0,0.0,402,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,194,0.0,0.0
0.0,0.0,167,0.0,0.0
0.0,0.0,408,0.0,0.0
0.0,0.0,351,0.0,0.0
0.0,0.0,285,0.0,0.0
0.0,0.0,514,0.0,0.0
0.0,0.0,787,0.0,0.0
0.0,0.0,502,0.0,0.0
0.0,0.0,562,0.0,0.0
0.0,0.0,295,0.0,0.0
0.0,0.0,382,0.0,0.0
0.0,0.0,568,0.0,0.0
0.0,0.0,179,0.0,0.0
0.0,0.0,317,0.0,0.0
0.0,0.0,297,0.0,0.0
0.0,0.0,305,0.0,0.0
0.0,0.0,360,0.0,0.0
0.0,0.0,434,0.0,0.0
0.0,0.0,481,0.0,0.0
0.0,0.0,599,0.0,0.0
0.0,0.0,483,0.0,0.0
0.0,0.0,269,0.0,0.0
0.0,0.0,600,0.0,0.0
0.0,0.0,691,0.0,0.0
0.0,0.0,691,0.0,0.0
0.0,0.0,544,0.0,0.0
0.0,0.0,463,0.0,0.0
0.0,0.0,425,0.0,0.0
0.0,0.0,541,0.0,0.0
0.0,0.0,286,0.0,0.0
0.0,0.0,132,0.0,0.0
0.0,0.0,646,0.0,0.0
0.0,0.0,180,0.0,0.0
0.0,0.0,99,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,155,0.0,0.0
0.0,0.0,646,0.0,0.0
0.0,0.0,310,0.0,0.0
0.0,0.0,291,0.0,0.0
0.0,0.0,267,0.0,0.0
0.0,0.0,267,0.0,0.0
0.0,0.0,427,0.0,0.0
0.0,0.0,574,0.0,0.0
0.0,0.0,389,0.0,0.0
0.0,0.0,300,0.0,0.0
0.0,0.0,375,0.0,0.0
0.0,0.0,400,0.0,0.0
0.0,0.0,94,0.0,0.0
0.0,0.0,535,0.0,0.0
0.0,0.0,533,0.0,0.0
0.0,0.0,621,0.0,0.0
0.0,0.0,434,0.0,0.0
0.0,0.0,53,0.0,0.0
0.0,0.0,166,0.0,0.0
0.0,0.0,277,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,193,0.0,0.0
0.0,0.0,262,0.0,0.0
0.0,0.0,311,0.0,0.0
0.0,0.0,311,0.0,0.0
0.0,0.0,349,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,195,0.0,0.0
0.0,0.0,496,0.0,0.0
0.0,0.0,199,0.0,0.0
0.0,0.0,414,0.0,0.0
0.0,0.0,374,0.0,0.0
0.0,0.0,282,0.0,0.0
0.0,0.0,169,0.0,0.0
0.0,0.0,259,0.0,0.0
0.0,0.0,166,0.0,0.0
0.0,0.0,163,0.0,0.0
0.0,0.0,245,0.0,0.0
0.0,0.0,382,0.0,0.0
0.0,0.0,322,0.0,0.0
0.0,0.0,287,0.0,0.0
0.0,0.0,245,0.0,0.0
0.0,0.0,380,0.0,0.0
0.0,0.0,198,0.0,0.0
0.0,0.0,332,0.0,0.0
0.0,0.0,332,0.0,0.0
0.0,0.0,469,0.0,0.0
0.0,0.0,345,0.0,0.0
0.0,0.0,332,0.0,0.0
0.0,0.0,469,0.0,0.0
0.0,0.0,454,0.0,0.0
0.0,0.0,454,0.0,0.0
0.0,0.0,1,0.0,0.0
0.0,0.0,454,0.0,0.0
0.0,0.0,412,0.0,0.0
0.0,0.0,565,0.0,0.0
0.0,0.0,350,0.0,0.0
0.0,0.0,146,0.0,0.0
0.0,0.0,145,0.0,0.0
0.0,0.0,786,0.0,0.0
0.0,0.0,747,0.0,0.0
0.0,0.0,565,0.0,0.0
0.0,0.0,618,0.0,0.0
0.0,0.0,294,0.0,0.0
0.0,0.0,294,0.0,0.0
0.0,0.0,406,0.0,0.0
0.0,0.0,424,0.0,0.0
0.0,0.0,111,0.0,0.0
0.0,0.0,566,0.0,0.0
0.0,0.0,504,0.0,0.0
0.0,0.0,663,0.0,0.0
0.0,0.0,663,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,300,0.0,0.0
0.0,0.0,425,0.0,0.0
0.0,0.0,478,0.0,0.0
0.0,0.0,327,0.0,0.0
0.0,0.0,518,0.0,0.0
0.0,0.0,512,0.0,0.0
0.0,0.0,101,0.0,0.0
0.0,0.0,196,0.0,0.0
0.0,0.0,512,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,151,0.0,0.0
0.0,0.0,1,0.0,0.0
0.0,0.0,310,0.0,0.0
0.0,0.0,506,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,523,0.0,0.0
0.0,0.0,307,0.0,0.0
0.0,0.0,437,0.0,0.0
0.0,0.0,260,0.0,0.0
0.0,0.0,168,0.0,0.0
0.0,0.0,393,0.0,0.0
0.0,0.0,365,0.0,0.0
0.0,0.0,469,0.0,0.0
0.0,0.0,467,0.0,0.0
0.0,0.0,595,0.0,0.0
0.0,0.0,334,0.0,0.0
0.0,0.0,471,0.0,0.0
0.0,0.0,470,0.0,0.0
0.0,0.0,490,0.0,0.0
0.0,0.0,504,0.0,0.0
0.0,0.0,506,0.0,0.0
0.0,0.0,207,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,252,0.0,0.0
0.0,0.0,168,0.0,0.0
0.0,0.0,472,0.0,0.0
0.0,0.0,127,0.0,0.0
0.0,0.0,487,0.0,0.0
0.0,0.0,319,0.0,0.0
0.0,0.0,440,0.0,0.0
0.0,0.0,449,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,421,0.0,0.0
0.0,0.0,340,0.0,0.0
0.0,0.0,431,0.0,0.0
0.0,0.0,202,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,316,0.0,0.0
0.0,0.0,191,0.0,0.0
0.0,0.0,17,0.0,0.0
0.0,0.0,337,0.0,0.0
0.0,0.0,342,0.0,0.0
0.0,0.0,340,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,484,0.0,0.0
0.0,0.0,339,0.0,0.0
0.0,0.0,343,0.0,0.0
0.0,0.0,193,0.0,0.0
0.0,0.0,179,0.0,0.0
0.0,0.0,415,0.0,0.0
0.0,0.0,213,0.0,0.0
0.0,0.0,425,0.0,0.0
0.0,0.0,341,0.0,0.0
0.0,0.0,317,0.0,0.0
0.0,0.0,387,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,179,0.0,0.0
0.0,0.0,263,0.0,0.0
0.0,0.0,314,0.0,0.0
0.0,0.0,473,0.0,0.0
0.0,0.0,219,0.0,0.0
0.0,0.0,333,0.0,0.0
0.0,0.0,342,0.0,0.0
0.0,0.0,23,0.0,0.0
0.0,0.0,274,0.0,0.0
0.0,0.0,856,0.0,0.0
0.0,0.0,427,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,684,0.0,0.0
0.0,0.0,439,0.0,0.0
0.0,0.0,207,0.0,0.0
0.0,0.0,254,0.0,0.0
0.0,0.0,734,0.0,0.0
0.0,0.0,283,0.0,0.0
0.0,0.0,303,0.0,0.0
0.0,0.0,402,0.0,0.0
0.0,0.0,163,0.0,0.0
0.0,0.0,395,0.0,0.0
0.0,0.0,862,0.0,0.0
0.0,0.0,488,0.0,0.0
0.0,0.0,171,0.0,0.0
0.0,0.0,227,0.0,0.0
0.0,0.0,367,0.0,0.0
0.0,0.0,128,0.0,0.0
0.0,0.0,464,0.0,0.0
0.0,0.0,506,0.0,0.0
0.0,0.0,122,0.0,0.0
0.0,0.0,284,0.0,0.0
0.0,0.0,264,0.0,0.0
0.0,0.0,132,0.0,0.0
0.0,0.0,346,0.0,0.0
0.0,0.0,282,0.0,0.0
0.0,0.0,340,0.0,0.0
0.0,0.0,282,0.0,0.0
0.0,0.0,329,0.0,0.0
0.0,0.0,390,0.0,0.0
0.0,0.0,487,0.0,0.0
0.0,0.0,505,0.0,0.0
0.0,0.0,301,0.0,0.0
0.0,0.0,200,0.0,0.0
0.0,0.0,488,0.0,0.0
0.0,0.0,130,0.0,0.0
0.0,0.0,76,0.0,0.0
0.0,0.0,553,0.0,0.0
0.0,0.0,530,0.0,0.0
0.0,0.0,24,0.0,0.0
0.0,0.0,504,0.0,0.0
0.0,0.0,414,0.0,0.0
0.0,0.0,433,0.0,0.0
0.0,0.0,311,0.0,0.0
0.0,0.0,366,0.0,0.0
0.0,0.0,540,0.0,0.0
0.0,0.0,4,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,439,0.0,0.0
0.0,0.0,5,0.0,0.0
0.0,0.0,474,0.0,0.0
0.0,0.0,239,0.0,0.0
0.0,0.0,463,0.0,0.0
0.0,0.0,463,0.0,0.0
0.0,0.0,463,0.0,0.0
0.0,0.0,75,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,582,0.0,0.0
0.0,0.0,582,0.0,0.0
0.0,0.0,595,0.0,0.0
0.0,0.0,87,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,69,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,95,0.0,0.0
0.0,0.0,95,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,8,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,98,0.0,0.0
0.0,0.0,307,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,11,0.0,0.0
0.0,0.0,253,0.0,0.0
0.0,0.0,11,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,89,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,8,0.0,0.0
0.0,0.0,217,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,228,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,98,0.0,0.0
0.0,0.0,0,0.0,0.0
0.0,0.0,0,0.0,0.0
